Author,Title,Keywords,Year,Type Pulication,DOI
"Luo, Xin and Chen, Minzhi and Wu, Hao and Liu, Zhigang and Yuan, Huaqiang and Zhou, MengChu",Adjusting Learning Depth in Nonnegative Latent Factorization of Tensors for Accurately Modeling Temporal Patterns in Dynamic QoS Data,Tensors;Big Data;Quality of service;Computational efficiency;Machine learning;Web services;Algorithm;big data;dynamics;high-dimensional and incomplete (HDI) data;machine learning;missing data estimation;multichannel data;nonnegative latent factorization of tensors (NLFT);temporal pattern;quality of service (QoS);web service,2021,article,10.1109/TASE.2020.3040400
"Meng, Qianyu and Wang, Kun and He, Xiaoming and Guo, Minyi",QoE-driven big data management in pervasive edge computing environment,Big Data;Quality of experience;Edge computing;Quality of service;Computational modeling;Training;Streaming media;Quality-of-Experience (QoE); high-dimensional big data management; deep learning; pervasive edge,2018,article,10.26599/BDMA.2018.9020020
"Bonner, Stephen and McGough, Andrew Stephen and Kureshi, Ibad and Brennan, John and Theodoropoulos, Georgios and Moss, Laura and Corsar, David and Antoniou, Grigoris",Data quality assessment and anomaly detection via map/reduce and linked data: A case study in the medical domain,Resource description framework;Medical diagnostic imaging;Medical services;Big data;Sensors;Biomedical monitoring;RDF;Medical Data;Map / Reduce;Joins,2015,inproceedings,10.1109/BigData.2015.7363818
"Angryk, Rafal A. and Galarus, Douglas E.",The SMART approach to comprehensive quality assessment of site-based spatial-temporal data,Sensors;Quality control;Metadata;Meteorology;Interpolation;Quality assessment;Time series analysis;data quality;data stream processing;spatial-temporal data;quality control;interpolation,2016,inproceedings,10.1109/BigData.2016.7840906
"Lakshen, Guma Abdulkhader and Vraneš, Sanja and Janev, Valentina",Big data and quality: A literature review,Big data;Benchmark testing;Quality assessment;Databases;Software;Sparks;Engines;Big Data;Quality assessment;stream processing;survey;Big Data frameworks,2016,inproceedings,10.1109/TELFOR.2016.7818902
"Kläs, Michael and Putz, Wolfgang and Lutz, Tobias",Quality Evaluation for Big Data: A Scalable Assessment Approach and First Evaluation Results,Big data;Quality assessment;Metadata;Instruments;Ecosystems;Companies;big data quality assessment;quality measurement;velocity;volume;variety;SQA4BD;QUAMOCO;smart ecosystems;SPARK;HADOOP,2016,inproceedings,10.1109/IWSM-Mensura.2016.026
"Singh, Nitin and Lai, Kee-Hung and Vejvar, Markus and Cheng, T. C. E.","Big Data Technology: Challenges, Prospects, and Realities",Big Data;Data integrity;Data analysis;Software;Investment;Companies;Big data;business analytics;Hadoop;people;talent gap;implementation,2019,article,10.1109/EMR.2019.2900208
"Grueneberg, K. and Calo, S. and Dewan, P. and Verma, D. and O’Gorman, Tristan",A Policy-based Approach for Measuring Data Quality,Data integrity;Standards;Measurement;Asset management;Data models;Complexity theory;Data Quality;Asset Management Systems;Policy based Data Management,2019,inproceedings,10.1109/BigData47090.2019.9006422
"Jiang, Wei and Ning, Xiuli and Xu, Yingcheng",Review on Big Data Fusion Methods of Quality Inspection for Consumer Goods,Big Data;Inspection;Data integration;Semantics;Hidden Markov models;Thesauri;Support vector machines;Big data of quality inspection;data fusion;named entity recognition;entity resolution;data conflict resolution,2018,inproceedings,10.1109/CSCloud/EdgeCom.2018.00025
"Mohammad, Banan and Alzyadat, Wael and Al-Fayoumi, Mohammad and EL Hawi, Ruba and Alhroob, Aysh",An Approach to Improve Data Quality from Big Data Aspect by Sensitive Cost and Time,Costs;Correlation;Statistical analysis;Data integrity;Volume measurement;Project management;Big Data;Big Data;Project Management;Sensitive Rule;Quality,2020,inproceedings,10.1109/ICICS49469.2020.239526
"Feng, Tao and Zhuang, Zhenyun and Pan, Yi and Ramachandra, Haricharan",A memory capacity model for high performing data-filtering applications in Samza framework,Containers;LinkedIn;Data models;Big data;Java;Measurement;Real-time systems;Apache Samza;capacity model;data filtering;performance,2015,inproceedings,10.1109/BigData.2015.7364058
"Jiang, Yushan and Liu, Yongxin and Liu, Dahai and Song, Houbing",Applying Machine Learning to Aviation Big Data for Flight Delay Prediction,Atmospheric modeling;Neural networks;Machine learning;Predictive models;Big Data;Delays;Quantum cascade lasers;Flight Delay;Machine Learning;Aviation Data Analytics,2020,inproceedings,10.1109/DASC-PICom-CBDCom-CyberSciTech49142.2020.00114
"Wang, Jiye and Li, Yang and Guo, Jian and Cao, Junwei and Hua, Haochen and Xing, Chunxiao and Qi, Caijuan and Pi, Zhixian",Data Quality Analysis Framework and Evaluation Methods for Power System Operation with High Proportion of Renewable Energy Penetration,Data integrity;Renewable energy sources;Data models;Analytical models;Production;Monitoring;Clouds;renewable energy cloud;data quality analysis;AHP;evaluation metrics,2020,inproceedings,10.1109/ICIEA49774.2020.9102068
"Hossen, J. and Jesmeen H, M. Z. and Sayeed, Shohel",Modifying Cleaning Method in Big Data Analytics Process using Random Forest Classifier,Forestry;Support vector machines;Data models;Cleaning;Feature extraction;Training;Big Data;Big data;Data Analytics;missing data;data cleaning;Machine learning;Random Forest;Gini Index,2018,inproceedings,10.1109/ICCCE.2018.8539254
"Makkar, Himanshu and Toshniwal, Durga and Jangra, Shalini",Closed Itemset based Sensitive Pattern Hiding for Improved Data Utility and Scalability,Data privacy;Itemsets;Heuristic algorithms;Scalability;Big Data;Parallel processing;Sparks;Privacy Preserving Data Mining;Data Sanitisation;Reduced Sensitive itemset;Data Quality,2020,inproceedings,10.1109/BigData50022.2020.9378401
"Li, Mingxin and Wei, Heng and Liao, Hongxi",Mobile terminal quality of experience analysis based on big data,Indexes;Mobile communication;Mobile computing;Big data;Internet;Delays;big data;terminal;QoE;variable coefficient method,2016,inproceedings,10.1109/ISCIT.2016.7751629
"Wang, May D.",Biomedical Big Data Analytics for Patient-Centric and Outcome-Driven Precision Health,Biomedical imaging;Informatics;Bioinformatics;Big data;Cancer;Decision making,2015,inproceedings,10.1109/COMPSAC.2015.343
"Shrivastava, Shrey and Patel, Dhaval and Zhou, Nianjun and Iyengar, Arun and Bhamidipaty, Anuradha",DQLearn : A Toolkit for Structured Data Quality Learning,Data analysis;Automation;Data integrity;Optimization methods;Big Data;Solids;Task analysis,2020,inproceedings,10.1109/BigData50022.2020.9378296
"Saha, Barna and Srivastava, Divesh",Data quality: The other face of Big Data,Information management;Data handling;Data storage systems;Databases;Maintenance engineering;Quality management;Cleaning,2014,inproceedings,10.1109/ICDE.2014.6816764
"Libes, Don and Shin, Seungjun and Woo, Jungyub",Considerations and recommendations for data availability for data analytics for manufacturing,Data analysis;Manufacturing;Sensors;Encryption;NIST;Synchronization;big data;challenge problems;data analytics;data quality;requirements;smart manufacturing,2015,inproceedings,10.1109/BigData.2015.7363743
"Fiore, Sandro and Elia, Donatello and Pires, Carlos Eduardo and Mestre, Demetrio Gomes and Cappiello, Cinzia and Vitali, Monica and Andrade, Nazareno and Braz, Tarciso and Lezzi, Daniele and Moraes, Regina and Basso, Tania and Kozievitch, Nádia P. and Fonseca, Keiko Verônica Ono and Antunes, Nuno and Vieira, Marco and Palazzo, Cosimo and Blanquer, Ignacio and Meira, Wagner and Aloisio, Giovanni",An Integrated Big and Fast Data Analytics Platform for Smart Urban Transportation Management,Urban areas;Big Data;Data analysis;Transportation;Cloud computing;Data mining;Europe;Big data;cloud computing;data analytics;data privacy;data quality;distributed environment;public transport management;smart city,2019,article,10.1109/ACCESS.2019.2936941
"Lazar, Alina and Jin, Ling and Spurlock, C. Anna and Wu, Kesheng and Sim, Alex",Data quality challenges with missing values and mixed types in joint sequence analysis,Trajectory;Sequences;Time series analysis;Education;Employment;joint sequence analysis;optimal matching;missing values;time series clustering;data quality,2017,inproceedings,10.1109/BigData.2017.8258222
"Bai, Zhongxian and Zhuo, Rongqing",Quality Management of Crowd Sensing Data Based on Machine Learning,Time series analysis;Temperature sensors;Mobile handsets;Temperature distribution;Databases;Data models;Machine Learning;Crowd Sensing;Big Data Analysis;Abnormal Data Detection Management;Clustering Method,2020,inproceedings,10.1109/CIBDA50819.2020.00049
"Zhou, Xiantian and Ordonez, Carlos",Programming Languages in Data Science: a Comparison from a Database Angle,Soft sensors;Redundancy;Relational databases;Big Data;Data science;Database systems;Task analysis,2021,inproceedings,10.1109/BigData52589.2021.9672007
"El-Ghafar, Randa M. Abd and Gheith, Mervat H. and El-Bastawissy, Ali H. and Nasr, Eman S.",Record linkage approaches in big data: A state of art study,Couplings;Big Data;Programming;Data integration;Task analysis;Data models;Databases;Big Data;Big Data Integration;blocking;entity matching;entity resolution;Hadoop;machine learning;MapReduce;Record Linkage,2017,inproceedings,10.1109/ICENCO.2017.8289792
"Labeeb, Kashshaf and Chowdhury, Kuraish Bin Quader and Riha, Rabea Basri and Abedin, Mohammad Zoynul and Yesmin, Sarmila and Khan, Mohammad Nasfikur Rahman",Pre-Processing Data In Weather Monitoring Application By Using Big Data Quality Framework,Solid modeling;Oils;Organizations;Big Data;Solids;Monitoring;Meteorology;heterogeneous data;noise filter;convergence;climate change,2020,inproceedings,10.1109/WIECON-ECE52138.2020.9397990
"Liu, He and Chen, Jiangqi and Huang, Fupeng and Li, Han",An Electric Power Sensor Data Oriented Data Cleaning Solution,Power systems;Cleaning;Clustering algorithms;Big Data;Sparks;Data acquisition;Algorithm design and analysis;electric power senser data;data cleaning;k-means clustering;outlier;Spark,2017,inproceedings,10.1109/ISPAN-FCST-ISCC.2017.29
"Mejía-Lavalle, Manuel and Meusel, Winfrid and Tavira, Jonathan Villanueva and Cruz, Mirian Calderón",Effective Data Quality Diagnostic Schema for Big Data,Databases;Big Data;Measurement;Cleaning;Data mining,2017,inproceedings,10.1109/ICMEAE.2017.29
"Saha, Ajitesh Kumar and Kumar, Ashwini and Tyagi, Vishu and Das, Sanjoy",Big Data and Internet of Things: A Survey,Big Data;Reliability;Cloud computing;Social networking (online);Sensors;Videos;Data integrity;Big Data;Big Data Analytics;Big Data Quality;Data Reliability;IOT;Hadoop;HDFS;Cloud Computing,2018,inproceedings,10.1109/ICACCCN.2018.8748630
"Mystakidis, Aristeidis and Tjortjis, Christos",Big Data Mining for Smart Cities: Predicting Traffic Congestion using Classification,Machine learning algorithms;Smart cities;Big Data;Prediction algorithms;Data mining;Traffic congestion;Regression tree analysis;Data Mining;Big Data;Machine learning;Smart Cities;Prediction;Classification;Traffic Congestion,2020,inproceedings,10.1109/IISA50023.2020.9284399
"Hossain, Md Monir and Sebestyen, Mark and Mayank, Dhruv and Ardakanian, Omid and Khazaei, Hamzeh",Large-scale Data-driven Segmentation of Banking Customers,Data integrity;Conferences;Time series analysis;Banking;Big Data;Anomaly detection;Business;customer segmentation;clustering;association rules mining;anomaly detection,2020,inproceedings,10.1109/BigData50022.2020.9378483
"Darwish, Tasneem S. J. and Bakar, Kamalrulnizam Abu and Kaiwartya, Omprakash and Lloret, Jaime",TRADING: Traffic Aware Data Offloading for Big Data Enabled Intelligent Transportation System,Logic gates;Big Data;Quality of service;Delays;Real-time systems;Safety;Roads;Big data;gateway;intelligent transportation systems;VANET;vehicle-to-internet,2020,article,10.1109/TVT.2020.2991372
"Xu, Xuefang and Lei, Yaguo and Li, Zeda",An Incorrect Data Detection Method for Big Data Cleaning of Machinery Condition Monitoring,Big Data;Machinery;Feature extraction;Condition monitoring;Data integrity;Fault diagnosis;Cleaning;Condition-monitoring big data;data cleaning;data quality;incorrect data;local outlier factor (LOF),2020,article,10.1109/TIE.2019.2903774
"Guo, Peng and Yang, Guosheng and Wang, Wenhuan and Yan, Zhoutian and Zhang, Lie and Zhang, Hanfang",Relay Protection Data Integrity Check Method Based on Big Data Association Algorithm,Apriori algorithm;relay protection;defect data;integrity check,2019,inproceedings,10.1109/EEI48997.2019.00115
"Khan, Abudul Wahid and Khan, Maseeh Ullah and Khan, Javed Ali and Ahmad, Arshad and Khan, Khalil and Zamir, Muhammad and Kim, Wonjoon and Ijaz, Muhammad Fazal",Analyzing and Evaluating Critical Challenges and Practices for Software Vendor Organizations to Secure Big Data on Cloud Computing: An AHP-Based Systematic Approach,Cloud computing;Security;Big Data;Software;Organizations;Social networking (online);STEM;Security challenges;big data;cloud computing;SLR;vendor;SPSS,2021,article,10.1109/ACCESS.2021.3100287
"Yin, Jianwei and Tang, Yan and Lo, Wei and Wu, Zhaohui",From Big Data to Great Services,Big data;Quality of service;Public transportation;Vehicles;Industries;Next generation networking;Complexity theory;Great Services;4P QoS,2016,inproceedings,10.1109/BigDataCongress.2016.28
"Laranjeiro, Nuno and Soydemir, Seyma Nur and Bernardino, Jorge",A Survey on Data Quality: Classifying Poor Data,Standards organizations;Industries;Training;Companies;Decision making;Poor data quality;dirty data;poor data classification;data quality problems,2015,inproceedings,10.1109/PRDC.2015.41
"Zhang, Mingming and Wo, Tianyu and Xie, Tao",A Platform Solution of Data-Quality Improvement for Internet-of-Vehicle Services,Interpolation;Task analysis;Inspection;Cloud computing;Roads;Data integrity;Conferences;Dependability;Interpolation;Sequence Matching;Data Quality;Big Data;Internet-of-Vehicles,2018,inproceedings,10.1109/PERCOM.2018.8444581
"Yousfi, Aola and El Yazidi, Moulay Hafid and Zellou, Ahmed",HASSO: A Highly-Automated Source Selection and Ordering System Based on Data Quality Factors,Computer science;Data integrity;User interfaces;Big Data;Information systems;Source Selection;Source Ordering;Data Quality;Big Data Integration;Semantic Similarity,2020,inproceedings,10.1109/ICACSIS51025.2020.9263243
"Earley, Seth",Presentation 1. Information governance in the age of big data,Organizations;Standards organizations;Information architecture;Fuels;Information management;Big data,2014,inproceedings,10.1109/ITPRO.2014.7029280
"Ezzine, Imane and Benhlima, Laila",Technology against COVID-19 A Blockchain-based framework for Data Quality,COVID-19;Pandemics;Data integrity;Blockchain;Big Data;Statistics;Testing;Covid-19;Blockchain;Big Data;Data Quality;data governance,2020,inproceedings,10.1109/CiSt49399.2021.9357200
"Han, Weiguo and Jochum, Matthew",Practices and Experiences in High Volumes of Satellite Data Management,Satellites;Organizations;Research and development;Databases;Monitoring;Buildings;Data integrity;Satellite Data Management;Big Data;Data Quality;Central Data Repository,2019,inproceedings,10.1109/IGARSS.2019.8900190
"Tsoumakos, Dimitrios and Giannakopoulos, Ioannis",Content-Based Analytics: Moving beyond Data Size,Data models;Analytical models;Task analysis;Predictive models;Uncertainty;Biological system modeling;Numerical models;modeling;data quality;big data;Machine Learning;scheduling,2020,inproceedings,10.1109/BigDataService49289.2020.00013
"Liu, Kai-Cheng and Kuo, Chuan-Wei and Liao, Wen-Chiuan and Wang, Pang-Chieh",Optimized Data de-Identification Using Multidimensional k-Anonymity,Data privacy;Privacy;Numerical models;Big Data;Measurement;Data models;Greedy algorithms;privacy preserving;k-anonymity;de-identification;data quality;information loss,2018,inproceedings,10.1109/TrustCom/BigDataSE.2018.00235
"Micic, Natasha and Neagu, Daniel and Torgunov, Denis and Campean, Felician",Exploring Methods for Comparing Similarity of Dimensionally Inconsistent Multivariate Numerical Data,Measurement;Time series analysis;Feature extraction;Phylogeny;Mutual information;Big Data;Data mining;Similarity measures;Robinson Foulds;Variation of Information;Engineering data;Multivariate numerical data;Dimensional inconsistency,2018,inproceedings,10.1109/HPCC/SmartCity/DSS.2018.00251
"Wei, Li and Dawei, Wang and Lixia, Wang",Research on data Traceability Method Based on blockchain Technology,Industries;Technological innovation;Distributed databases;Blockchain;Data models;Internet;Safety;blockchain;data traceability;data quality;data security;data governance;energy Internet;huge data,2020,inproceedings,10.1109/ICBASE51474.2020.00017
"Yu, Weiqing and Zhu, Wendong and Liu, Guangyi and Kan, Bowen and Zhao, Ting and Liu, He",Cluster-Based Best Match Scanning for Large-Scale Missing Data Imputation,Time complexity;Clustering algorithms;Algorithm design and analysis;Estimation;Big Data;Data mining;big data;cluster-based best match scanning;data imputation;k-NN,2017,inproceedings,10.1109/BIGCOM.2017.48
"Feric, Zlatan and Agostini, Nicolas Bohm and Beene, Daniel and Signes-Pastor, Antonio J. and Halchenko, Yuliya and Watkins, Deborah and MacKenzie, Debra and Karagas, Margaret and Manjourides, Justin and Alshawabkeh, Akram and Kaeli, David",A Secure and Reusable Software Architecture for Supporting Online Data Harmonization,Dictionaries;Software architecture;Databases;Soft sensors;Data visualization;Big Data;Natural language processing,2021,inproceedings,10.1109/BigData52589.2021.9671538
"Swami, Arun and Vasudevan, Sriram and Huyn, Joojay",Data Sentinel: A Declarative Production-Scale Data Validation Platform,Data integrity;Production;LinkedIn;Big Data;Business;Debugging;Schedules,2020,inproceedings,10.1109/ICDE48307.2020.00140
"Tawakuli, Amal and Kaiser, Daniel and Engel, Thomas",Synchronized Preprocessing of Sensor Data,Deep learning;Cloud computing;Data preprocessing;Big Data;Synchronization;Reliability;Task analysis;Data Quality;Data Preprocessing;Sensor Data;Edge Computing;Data Management,2020,inproceedings,10.1109/BigData50022.2020.9377900
"Huang, Yu and Milani, Mostafa and Chiang, Fei","PACAS: Privacy-Aware, Data Cleaning-as-a-Service",Cleaning;Data privacy;Pricing;Data models;Semantics;Osteoarthritis;Maintenance engineering;data quality;data cleaning;data privacy,2018,inproceedings,10.1109/BigData.2018.8622249
"Xie, Huan and Tong, Xiaohua and Meng, Wen and Wang, Fang and Xu, Xiong",Multiple stratified sampling strategy for assessing the big remote sensing products,Remote sensing;Inspection;Sampling methods;Sociology;Big Data;Quality assessment;multiple stratified;spatial sampling;quality assessment;remote sensing products;big data,2015,inproceedings,10.1109/WHISPERS.2015.8075416
"Zhang, Xi and Zhu, Qixuan",Information-Centric Virtualization for Software-Defined Statistical QoS Provisioning Over 5G Multimedia Big Data Wireless Networks,Big Data;Quality of service;Wireless networks;5G mobile communication;Resource management;Wireless sensor networks;5G multimedia big data wireless networks;ICN;NFV;SDN;optimal transmit power;statistical delay-bounded QoS;effective capacity;relay selection,2019,article,10.1109/JSAC.2019.2927088
"Sinha, Shweta and Seys, Marcia",HL7 Data Acquisition amp; Integration: Challenges and Best Practices,Medical services;Organizations;Standards organizations;Engines;Monitoring;Best practices;Interoperability;HL7;big data;integration;acquisition;master patient index;payer;interoperability;data quality,2018,inproceedings,10.1109/BigData.2018.8622349
"Mohammad, Banan and Alzyadat, Wael and Al-Fayoumi, Mohammad and EL Hawi, Ruba and AyshAlhroob",An Improve The Quality Of Data Considering Big Data Aspect Based On Sensitive Of Cost Time,Costs;Correlation;Data integrity;Volume measurement;Project management;Big Data;Time measurement;Big Data;Project Management;Sensitive Rule;Quality,2021,inproceedings,10.1109/ICEET53442.2021.9659660
"Zhang, Meifan and Wang, Hongzhi and Li, Jianzhong and Gao, Hong",One-Pass Inconsistency Detection Algorithms for Big Data,Big Data;Data integrity;Detection algorithms;Databases;Time complexity;Hazards;Business;Inconsistency detection;big data;one-pass algorithm;data quality;denial constraint,2019,article,10.1109/ACCESS.2019.2898707
"Radhakrishnan, Asha and Das, Sarasij",Quality Assessment of Smart Grid Data,Data integrity;Smart grids;Phasor measurement units;Big Data;Quality assessment;Big data;data quality;power system;smart grid,2018,inproceedings,10.1109/NPSC.2018.8771733
"Aggarwal, Ankur",Identification of quality parameters associated with 3V's of Big Data,Big data;Organizations;Conferences;Social network services;Electronic mail;Databases;Big Data;Quality;Volume;Variety;Velocity,2016,inproceedings,
"Hao, Jiao and Jinming, Chen and Yajuan, Guo",Data-driven lean Management for Distribution Network,Big Data;Maintenance engineering;Data models;Investment;Fault diagnosis;Poles and towers;data-driven;lean management;closed-loop;big data analysis,2018,inproceedings,10.1109/CICED.2018.8592556
"Homayouni, Hajar and Ghosh, Sudipto and Ray, Indrakshi and Gondalia, Shlok and Duggan, Jerry and Kahn, Michael G.",An Autocorrelation-based LSTM-Autoencoder for Anomaly Detection on Time-Series Data,NASA;Manuals;Big Data;Servers;Decision trees;Anomaly detection;Random forests;Anomaly detection;Autocorrelation;Data quality tests;Explainability;LSTM-Autoencoder;Time series,2020,inproceedings,10.1109/BigData50022.2020.9378192
"Ramzan, Shabana and Bajwa, Imran Sarwar and Ramzan, Bushra and Anwar, Waheed",Intelligent Data Engineering for Migration to NoSQL Based Secure Environments,Big Data;NoSQL databases;Transforms;Scalability;Servers;Tools;Relational databases;NoSQL;big data;data cleansing,2019,article,10.1109/ACCESS.2019.2916912
"Wang, Haiyan and Zhang, Han",User Requirements Based Service Identification for Big Data,Clustering algorithms;Big Data;Quality of service;Monitoring;Reliability;Optimization;Service Identification;User Requirements;PSO Algorithm;Quality of Experience (QoE),2017,inproceedings,10.1109/ICWS.2017.11
"Yao, Le and Ge, Zhiqiang",Scalable Semisupervised GMM for Big Data Quality Prediction in Multimode Processes,Data models;Big Data;Predictive models;Inference algorithms;Prediction algorithms;Semisupervised learning;Computational modeling;Big data;Gaussian mixture model (GMM);multimode process modeling;quality prediction;semisupervised modeling;stochastic variational inference (SVI),2019,article,10.1109/TIE.2018.2856200
"Dehui, Fu and Feng, Wang and Shuai, Yuan and Guangzhen, Wang and Mingxin, Shao",Fuzzy Comprehensive Evaluation Method for On-line Monitoring Data Quality of Substation Equipment,big data;data quality;subordination;fuzzy comprehensive evaluation;On-line monitoring,2019,inproceedings,10.1109/ICISCE48695.2019.00154
"Zeyong, Wang and Yutian, Hong and Zhongzheng, Tong",Risk Assessment Model and Experimental Analysis of Electric Power Production Based on Big Data,risk assessment;electric power;fuzzy comprehensive evaluation;Hadoop;index,2019,inproceedings,10.1109/ICSGEA.2019.00028
"Pankowska, Malgorzata",Service science facing Big Data,Big data;Quality of service;Monitoring;Decision making;Organizations;Data analysis;Big Data;information governance;service science;Service Level Management;service quality,2014,inproceedings,10.1109/i-Society.2014.7009043
"Zhang, Lu and Chen, Yanxia and Zhu, Jie and Pan, Mingyu and Sun, Zhou and Wang, Weixian",Data quality analysis and improved strategy research on operations management system for electric vehicles,Big data;Distributed databases;Decision support systems;Power industry;Electric vehicles;Systems operation;Maintenance engineering;electric vehicle;operations management system;big data;data quality;data selection and processing,2015,inproceedings,10.1109/DRPT.2015.7432708
"Sattart, Farook and McQuay, Colter and Driessen, Peter F.",Marine mammal sound anomaly and quality detection using multitaper spectrogram and hydrophone big data,Spectrogram;Whales;Sonar equipment;Big Data;Acoustic distortion;Anomaly detection;Anomaly detection;Hydrophone Big data;Quality detection;Multitaper spectrogram;Marine mammal sound;Sperm whale,2017,inproceedings,10.1109/PACRIM.2017.8121916
"Borrison, Reuben and Kloepper, Benjamin and Mullen, Jennifer",Data Preparation for Data Mining in Chemical Plants using Big Data,Data quality;Soft sensors;Big data,2019,inproceedings,10.1109/INDIN41052.2019.8972078
"Song, Shaoxu and Gao, Fei and Huang, Ruihong and Wang, Chaokun",Data Dependencies over Big Data: A Family Tree,Big Data;Phase frequency detectors;Lakes;Picture archiving and communication systems;Databases;Task analysis;Proposals;Integrity constraints;data dependencies,2020,article,10.1109/TKDE.2020.3046443
"Bruballa, Eva and Taboada, Manel and Cabrera, Eduardo and Rexachs, Dolores and Luque, Emilio",Simulation and Big Data: A Way to Discover Unusual Knowledge in Emergency Departments: Work-in-Progress Paper,Data models;Data mining;Computational modeling;Hospitals;Analytical models;Big data;Agent-Based Modeling and Simulation (ABMS);Big Data;Data Mining (DM);Decision Support Systems (DSS);Emergency Department (ED);Knowledge Discovery,2014,inproceedings,10.1109/FiCloud.2014.65
"Tu, Shouzhong and Huang, Minlie",Scalable Functional Dependencies Discovery from Big Data,Distributed databases;Big data;Lattices;Algorithm design and analysis;Partitioning algorithms;Knowledge discovery;Functional dependencies;Discovering functional dependencies;Knowledge discovery;Big data,2016,inproceedings,10.1109/BigMM.2016.63
"Elsahlamy, Ebtsam and Eshra, Abeer and Eshra, Nadia and El-Fishawy, Nawal",Empowering GIS with Big Data: A review of recent advances,Government;Data visualization;Production;Big Data;Agriculture;Mobile handsets;Servers;GIS;Big-Data;Geospatial;Agriculture;map-reduce,2021,inproceedings,10.1109/ICEEM52022.2021.9480634
"Han, Weiguo and Jochum, Matthew",Latency analysis of large volume satellite data transmissions,Satellites;Data communication;Real-time systems;Databases;Browsers;Big Data;Big Data;Satellite Data;Data Latency;Data Quality;NoSQL;MongoDB,2017,inproceedings,10.1109/IGARSS.2017.8126976
"Ullah, Faheem and Ali Babar, M.",QuickAdapt: Scalable Adaptation for Big Data Cyber Security Analytics,"Big Data;Quality of service;Time factors;Feature extraction;Computer crime;Computer architecture;big data, cyber security, adaptation, accuracy",2019,inproceedings,10.1109/ICECCS.2019.00016
"Molinari, Andrea and Nollo, Giandomenico",The quality concerns in health care Big Data,Big Data;Medical services;Data integrity;Biomedical monitoring;Business;Big Data;Analytics;healthcare quality;entity reconciliation,2020,inproceedings,10.1109/MELECON48756.2020.9140534
"Liu, Wanting and Peng, Yonghong and Tobin, Desmond J",Integrated analytics of microarray big data reveals robust gene signature,Accuracy;Diseases;Big data;Robustness;Educational institutions;Bioinformatics;Malignant tumors;Microarray;integrated analytics;biomarkers,2014,inproceedings,10.1109/CIBD.2014.7011535
"Wigan, Marcus R. and Clarke, Roger",Big Data's Big Unintended Consequences,Information management;Data handling;Data storage systems;Government policies;Databases;Business;Legal aspects;Data privacy;policy;privacy;data;social impact;big data;private data commons,2013,article,10.1109/MC.2013.195
"Yahia, Nesrine Ben and Hlel, Jihen and Colomo-Palacios, Ricardo",From Big Data to Deep Data to Support People Analytics for Employee Attrition Prediction,Big Data;Organizations;Radio frequency;Predictive models;Support vector machines;Data models;Analytical models;Deep people analytics;employee attrition;retention;prediction;interpretation;policies recommendation,2021,article,10.1109/ACCESS.2021.3074559
"Abboura, Asma and Sahrl, Soror and Ouziri, Mourad and Benbernou, Salima",CrowdMD: Crowdsourcing-based approach for deduplication,Big data;Databases;Labeling;Hybrid power systems;Crowdsourcing;Training;Cleaning;matching rules;deduplication;entity resolution;big data quality,2015,inproceedings,10.1109/BigData.2015.7364061
"Tien, James M.",Big Data: Unleashing information,Information management;Data handling;Data storage systems;Educational institutions;Physics;Security;Cameras,2013,inproceedings,10.1109/ICSSSM.2013.6602615
"Peethambaran, Geetha and Naikodi, Chandrakant and Suresh, L",An Ensemble Learning Approach for Privacy–Quality–Efficiency Trade-Off in Data Analytics,Data privacy;Privacy;Support vector machines;Big Data;Classification algorithms;Data models;Data integrity;Privacy;Scalability;Big Data;Spark;Analytics;Privacy Preserving;Performance;Utility;UCI;Composite;Efficiency;Anonymization,2020,inproceedings,10.1109/ICOSEC49089.2020.9215250
"Alzyadat, Wael and AlHroob, Aysh and Almukahel, Ikhlas Hassan and Muhairat, Mohammad and Abdallah, Mohammad and Althunibat, Ahmad","Big Data, Classification, Clustering and Generate Rules: An inevitably intertwined for Prediction",Databases;Data integrity;Big Data;Data warehouses;Data mining;Information technology;Standards;classification;marketing;association rules;Big Data;k-mean;prediction;preprocess,2021,inproceedings,10.1109/ICIT52682.2021.9491733
"Hampson, Gary and Hargreaves, Neil and Jakubowicz, Helmut and Williams, Gareth and Hatton, Les","Open Collaboration, Data Quality, and COVID-19",Industries;Pathogens;Pandemics;Data integrity;Collaboration;Data models;Numerical models,2021,article,10.1109/MS.2021.3056642
"Shi, Weiwei and Zhu, Yongxin and Zhang, Jinkui and Tao, Xiang and Sheng, Gehao and Lian, Yong and Wang, Guoxing and Chen, Yufeng",Improving Power Grid Monitoring Data Quality: An Efficient Machine Learning Framework for Missing Data Prediction,Support vector machines;Data models;Predictive models;Training;Data mining;Feature extraction;Power grids;missing data prediction;machine learning;support vector machine (SVM);power transformer,2015,inproceedings,10.1109/HPCC-CSS-ICESS.2015.16
"Albertoni, Riccardo and De Martino, Monica and Quarati, Alfonso",Linked Thesauri Quality Assessment and Documentation for Big Data Discovery,Thesauri;Metadata;Vocabulary;Measurement;Quality assessment;Big Data;quality;linked data;thesauri;AHP;metadata;DQV,2017,inproceedings,10.1109/HPCS.2017.16
"Jiang, Ying and Zhang, Na and Fang, Ying",The Analysis and Design of Ship Monitoring System Based on Hybrid Replication Technology,Distributed databases;Database systems;Synchronization;Business;Monitoring;Marine vehicles;Distributed database;advanced replication;materialized view;data conflict,2019,inproceedings,10.1109/ICITBS.2019.00118
